Overzicht postcodes België,,,,
Postcode,Gemeente,Postcode Hoofdgemeente,Hoofdgemeente,Provincie
4701,Kettenis,4700,Eupen,Luik
4710,Lontzen,4710,Lontzen,Luik
4711,Walhorn,4710,Lontzen,Luik
4720,Kelmis/La Calamine,4720,Kelmis/La Calamine,Luik
4721,Neu-Moresnet,4720,Kelmis/La Calamine,Luik
4728,Hergenrath,4720,Kelmis/la Calamine,Luik
4730,Hauset,4730,Raeren,Luik
4730,Raeren,4730,Raeren,Luik
4731,Eynatten,4730,Raeren,Luik
4750,Bütgenbach/Butgenbach,4750,Bütgenbach/Butgenbach,Luik
4750,Elsenborn,4750,Bütgenbach/Butgenbach,Luik
4760,Büllingen/Bullange,4760,Büllingen/Bullange,Luik
4760,Manderfeld,4760,Büllingen/Bullange,Luik
4761,Rocherath,4760,Büllingen/Bullange,Luik
4770,Amel/Amblève,4770,Amel/Amblève,Luik
4770,Meyerode,4770,Amel/Amblève,Luik
4771,Heppenbach,4770,Amel/Amblève,Luik
4780,Recht,4780,Sankt Vith/Saint-Vith,Luik
4780,Sankt Vith/Saint-Vith,4780,Sankt Vith/Saint-Vith,Luik
4782,Schönberg/Schoenberg,4780,Sankt Vith/Saint-Vith,Luik
4783,Lommersweiler,4780,Sankt Vith/Saint-Vith,Luik
4784,Crombach,4780,Sankt Vith/Saint-Vith,Luik
4790,Burg-Reuland,4790,Burg-Reuland,Luik
4790,Reuland,4790,Burg-Reuland,Luik
4791,Thommen,4790,Burg-Reuland,Luik
4800,Ensival,4800,Verviers,Luik
4800,Lambermont,4800,Verviers,Luik
4800,Petit-Rechain,4800,Verviers,Luik
4800,Verviers,4800,Verviers,Luik
4801,Stembert,4800,Verviers,Luik
4802,Heusy,4800,Verviers,Luik
4820,Dison,4820,Dison,Luik
4821,Andrimont,4820,Dison,Luik
4830,Limbourg,4830,Limbourg,Luik
4831,Bilstain,4830,Limbourg,Luik
4834,Goé,4830,Limbourg,Luik
4837,Baelen (Lg.),4837,Baelen (Lg.),Luik
4837,Membach,4837,Baelen (Lg.),Luik
4840,Welkenraedt,4840,Welkenraedt,Luik
4841,Henri-Chapelle,4840,Welkenraedt,Luik
4845,Jalhay,4845,Jalhay,Luik
4845,Sart-lez-Spa,4845,Jalhay,Luik
4850,Montzen,4850,Plombières,Luik
4850,Moresnet,4850,Plombières,Luik
4850,Plombières,4850,Plombières,Luik
4851,Gemmenich,4850,Plombières,Luik
4851,Sippenaeken,4850,Plombières,Luik
4852,Hombourg,4850,Plombières,Luik
4860,Cornesse,4860,Pepinster,Luik
4860,Pepinster,4860,Pepinster,Luik
4860,Wegnez,4860,Pepinster,Luik
4861,Soiron,4860,Pepinster,Luik
4870,Forêt,4870,Trooz,Luik
4870,Fraipont,4870,Trooz,Luik
4870,Nessonvaux,4870,Trooz,Luik
4870,Trooz,4870,Trooz,Luik
4877,Olne,4877,Olne,Luik
4880,Aubel,4880,Aubel,Luik
4890,Clermont (Lg.),4890,Thimister-Clermont,Luik
4890,Thimister,4890,Thimister-Clermont,Luik
4890,Thimister-Clermont,4890,Thimister-Clermont,Luik
4900,Spa,4900,Spa,Luik
4910,La Reid,4910,Theux,Luik
4910,Polleur,4910,Theux,Luik
4910,Theux,4910,Theux,Luik
4920,Aywaille,4920,Aywaille,Luik
4920,Ernonheid,4920,Aywaille,Luik
4920,Harzé,4920,Aywaille,Luik
4920,Sougné-Remouchamps,4920,Aywaille,Luik
4950,Faymonville,4950,Waimes/Weismes,Luik
4950,Robertville,4950,Waimes/Weismes,Luik
4950,Sourbrodt,4950,Waimes/Weismes,Luik
4950,Waimes/Weismes,4950,Waimes/Weismes,Luik
4960,Bellevaux-Ligneuville,4960,Malmedy,Luik
4960,Bevercé,4960,Malmedy,Luik
4960,Malmedy,4960,Malmedy,Luik
4970,Francorchamps,4970,Stavelot,Luik
4970,Stavelot,4970,Stavelot,Luik
4980,Fosse (Lg.),4980,Trois-Ponts,Luik
4980,Trois-Ponts,4980,Trois-Ponts,Luik
4980,Wanne,4980,Trois-Ponts,Luik
4983,Basse-Bodeux,4980,Trois-Ponts,Luik
4987,Chevron,4987,Stoumont,Luik
4987,La Gleize,4987,Stoumont,Luik
4987,Lorcé,4987,Stoumont,Luik
4987,Rahier,4987,Stoumont,Luik
4987,Stoumont,4987,Stoumont,Luik
4990,Arbrefontaine,4990,Lierneux,Luik
4990,Bra,4990,Lierneux,Luik
4990,Lierneux,4990,Lierneux,Luik
5000,Beez,5000,Namur,Namen
5000,Namur,5000,Namur,Namen
5001,Belgrade,5000,Namur,Namen
5002,Saint-Servais,5000,Namur,Namen
5003,Saint-Marc,5000,Namur,Namen
5004,Bouge,5000,Namur,Namen
5020,Champion,5000,Namur,Namen
5020,Daussoulx,5000,Namur,Namen
5020,Flawinne,5000,Namur,Namen
5020,Malonne,5000,Namur,Namen
5020,Suarlée,5000,Namur,Namen
5020,Temploux,5000,Namur,Namen
5020,Vedrin,5000,Namur,Namen
5021,Boninne,5000,Namur,Namen
5022,Cognelée,5000,Namur,Namen
5024,Gelbressée,5000,Namur,Namen
5024,Marche-les-Dames,5000,Namur,Namen
5030,Beuzet,5030,Gembloux,Namen
5030,Ernage,5030,Gembloux,Namen
5030,Gembloux,5030,Gembloux,Namen
5030,Grand-Manil,5030,Gembloux,Namen
5030,Lonzée,5030,Gembloux,Namen
5030,Sauvenière,5030,Gembloux,Namen
5031,Grand-Leez,5030,Gembloux,Namen
5032,Bossière,5030,Gembloux,Namen
5032,Bothey,5030,Gembloux,Namen
5032,Corroy-le-Château,5030,Gembloux,Namen
5032,Isnes,5030,Gembloux,Namen
5032,Mazy,5030,Gembloux,Namen
5060,Arsimont,5060,Sambreville,Namen
5060,Auvelais,5060,Sambreville,Namen
5060,Falisolle,5060,Sambreville,Namen
5060,Keumiée,5060,Sambreville,Namen
5060,Moignelée,5060,Sambreville,Namen
5060,Sambreville,5060,Sambreville,Namen
5060,Tamines,5060,Sambreville,Namen
5060,Velaine-sur-Sambre,5060,Sambreville,Namen
5070,Aisemont,5070,Fosses-la-Ville,Namen
5070,Fosses-la-Ville,5070,Fosses-la-Ville,Namen
5070,Le Roux,5070,Fosses-la-Ville,Namen
5070,Sart-Eustache,5070,Fosses-la-Ville,Namen
5070,Sart-Saint-Laurent,5070,Fosses-la-Ville,Namen
5070,Vitrival,5070,Fosses-la-Ville,Namen
5080,Emines,5080,La Bruyère,Namen
5080,La Bruyère,5080,La Bruyère,Namen
5080,Rhisnes,5080,La Bruyère,Namen
5080,Villers-lez-Heest,5080,La Bruyère,Namen
5080,Warisoulx,5080,La Bruyère,Namen
5081,Bovesse,5080,La Bruyère,Namen
5081,Meux,5080,La Bruyère,Namen
5081,Saint-Denis-Bovesse,5080,La Bruyère,Namen
5100,Dave,5000,Namur,Namen
5100,Jambes,5000,Namur,Namen
5100,Naninne,5000,Namur,Namen
5100,Wépion,5000,Namur,Namen
5100,Wierde,5000,Namur,Namen
5101,Erpent,5000,Namur,Namen
5101,Lives-sur-Meuse,5000,Namur,Namen
5101,Loyers,5000,Namur,Namen
5140,Boignée,5140,Sombreffe,Namen
5140,Ligny,5140,Sombreffe,Namen
5140,Sombreffe,5140,Sombreffe,Namen
5140,Tongrinne,5140,Sombreffe,Namen
5150,Floreffe,5150,Floreffe,Namen
5150,Floriffoux,5150,Floreffe,Namen
5150,Franière,5150,Floreffe,Namen
5150,Soye (Nam.),5150,Floreffe,Namen
5170,Arbre (Nam.),5170,Profondeville,Namen
5170,Bois-de-Villers,5170,Profondeville,Namen
5170,Lesve,5170,Profondeville,Namen
5170,Lustin,5170,Profondeville,Namen
5170,Profondeville,5170,Profondeville,Namen
5170,Rivière,5170,Profondeville,Namen
5190,Balâtre,5190,Jemeppe-sur-Sambre,Namen
5190,Ham-sur-Sambre,5190,Jemeppe-sur-Sambre,Namen
5190,Jemeppe-sur-Sambre,5190,Jemeppe-sur-Sambre,Namen
5190,Mornimont,5190,Jemeppe-sur-Sambre,Namen
5190,Moustier-sur-Sambre,5190,Jemeppe-sur-Sambre,Namen
5190,Onoz,5190,Jemeppe-sur-Sambre,Namen
5190,Saint-Martin,5190,Jemeppe-sur-Sambre,Namen
5190,Spy,5190,Jemeppe-sur-Sambre,Namen
5300,Andenne,5300,Andenne,Namen
5300,Bonneville,5300,Andenne,Namen
5300,Coutisse,5300,Andenne,Namen
5300,Landenne,5300,Andenne,Namen
5300,Maizeret,5300,Andenne,Namen
5300,Namêche,5300,Andenne,Namen
5300,Sclayn,5300,Andenne,Namen
5300,Seilles,5300,Andenne,Namen
5300,Thon,5300,Andenne,Namen
5300,Vezin,5300,Andenne,Namen
5310,Aische-en-Refail,5310,Eghezée,Namen
5310,Bolinne,5310,Eghezée,Namen
5310,Boneffe,5310,Eghezée,Namen
5310,Branchon,5310,Eghezée,Namen
5310,Dhuy,5310,Eghezée,Namen
5310,Eghezée,5310,Eghezée,Namen
5310,Hanret,5310,Eghezée,Namen
5310,Leuze (Nam.),5310,Eghezée,Namen
5310,Liernu,5310,Eghezée,Namen
5310,Longchamps (Nam.),5310,Eghezée,Namen
5310,Mehaigne,5310,Eghezée,Namen
5310,Noville-sur-Méhaigne,5310,Eghezée,Namen
5310,Saint-Germain,5310,Eghezée,Namen
5310,Taviers (Nam.),5310,Eghezée,Namen
5310,Upigny,5310,Eghezée,Namen
5310,Waret-la-Chaussée,5310,Eghezée,Namen
5330,Assesse,5330,Assesse,Namen
5330,Maillen,5330,Assesse,Namen
5330,Sart-Bernard,5330,Assesse,Namen
5332,Crupet,5330,Assesse,Namen
5333,Sorinne-la-Longue,5330,Assesse,Namen
5334,Florée,5330,Assesse,Namen
5336,Courrière,5330,Assesse,Namen
5340,Faulx-les-Tombes,5340,Gesves,Namen
5340,Gesves,5340,Gesves,Namen
5340,Haltinne,5340,Gesves,Namen
5340,Mozet,5340,Gesves,Namen
5340,Sorée,5340,Gesves,Namen
5350,Evelette,5350,Ohey,Namen
5350,Ohey,5350,Ohey,Namen
5351,Haillot,5350,Ohey,Namen
5352,Perwez-Haillot,5350,Ohey,Namen
5353,Goesnes,5350,Ohey,Namen
5354,Jallet,5350,Ohey,Namen
5360,Hamois,5360,Hamois,Namen
5360,Natoye,5360,Hamois,Namen
5361,Mohiville,5360,Hamois,Namen
5361,Scy,5360,Hamois,Namen
5362,Achet,5360,Hamois,Namen
5363,Emptinne,5360,Hamois,Namen
5364,Schaltin,5360,Hamois,Namen
5370,Barvaux-Condroz,5370,Havelange,Namen
5370,Flostoy,5370,Havelange,Namen
5370,Havelange,5370,Havelange,Namen
5370,Jeneffe (Nam.),5370,Havelange,Namen
5370,Porcheresse (Nam.),5370,Havelange,Namen
5370,Verlée,5370,Havelange,Namen
5372,Méan,5370,Havelange,Namen
5374,Maffe,5370,Havelange,Namen
5376,Miécret,5370,Havelange,Namen
5377,Baillonville,5377,Somme-Leuze,Namen
5377,Bonsin,5377,Somme-Leuze,Namen
5377,Heure (Nam.),5377,Somme-Leuze,Namen
5377,Hogne,5377,Somme-Leuze,Namen
5377,Nettinne,5377,Somme-Leuze,Namen
5377,Noiseux,5377,Somme-Leuze,Namen
5377,Sinsin,5377,Somme-Leuze,Namen
5377,Somme-Leuze,5377,Somme-Leuze,Namen
5377,Waillet,5377,Somme-Leuze,Namen
5380,Bierwart,5380,Fernelmont,Namen
5380,Cortil-Wodon,5380,Fernelmont,Namen
5380,Fernelmont,5380,Fernelmont,Namen
5380,Forville,5380,Fernelmont,Namen
5380,Franc-Waret,5380,Fernelmont,Namen
5380,Hemptinne (Fernelmont),5380,Fernelmont,Namen
5380,Hingeon,5380,Fernelmont,Namen
5380,Marchovelette,5380,Fernelmont,Namen
5380,Noville-les-Bois,5380,Fernelmont,Namen
5380,Pontillas,5380,Fernelmont,Namen
5380,Tillier,5380,Fernelmont,Namen
5500,Anseremme,5500,Dinant,Namen
5500,Bouvignes-sur-Meuse,5500,Dinant,Namen
5500,Dinant,5500,Dinant,Namen
5500,Dréhance,5500,Dinant,Namen
5500,Falmagne,5500,Dinant,Namen
5500,Falmignoul,5500,Dinant,Namen
5500,Furfooz,5500,Dinant,Namen
5501,Lisogne,5500,Dinant,Namen
5502,Thynes,5500,Dinant,Namen
5503,Sorinnes,5500,Dinant,Namen
5504,Foy-Notre-Dame,5500,Dinant,Namen
5520,Anthée,5520,Onhaye,Namen
5520,Onhaye,5520,Onhaye,Namen
5521,Serville,5520,Onhaye,Namen
5522,Falaën,5520,Onhaye,Namen
5523,Sommière,5520,Onhaye,Namen
5523,Weillen,5520,Onhaye,Namen
5524,Gerin,5520,Onhaye,Namen
5530,Dorinne,5530,Yvoir,Namen
5530,Durnal,5530,Yvoir,Namen
5530,Evrehailles,5530,Yvoir,Namen
5530,Godinne,5530,Yvoir,Namen
5530,Houx,5530,Yvoir,Namen
5530,Mont (Nam.),5530,Yvoir,Namen
5530,Purnode,5530,Yvoir,Namen
5530,Spontin,5530,Yvoir,Namen
5530,Yvoir,5530,Yvoir,Namen
5537,Anhée,5537,Anhée,Namen
5537,Annevoie-Rouillon,5537,Anhée,Namen
5537,Bioul,5537,Anhée,Namen
5537,Denée,5537,Anhée,Namen
5537,Haut-le-Wastia,5537,Anhée,Namen
5537,Sosoye,5537,Anhée,Namen
5537,Warnant,5537,Anhée,Namen
5540,Hastière,5540,Hastière,Namen
5540,Hastière-Lavaux,5540,Hastière,Namen
5540,Hermeton-sur-Meuse,5540,Hastière,Namen
5540,Waulsort,5540,Hastière,Namen
5541,Hastière-par-Delà,5540,Hastière,Namen
5542,Blaimont,5540,Hastière,Namen
5543,Heer,5540,Hastière,Namen
5544,Agimont,5540,Hastière,Namen
5550,Alle,5550,Vresse-sur-Semois,Namen
5550,Bagimont,5550,Vresse-sur-Semois,Namen
5550,Bohan,5550,Vresse-sur-Semois,Namen
5550,Chairière,5550,Vresse-sur-Semois,Namen
5550,Laforêt,5550,Vresse-sur-Semois,Namen
5550,Membre,5550,Vresse-sur-Semois,Namen
5550,Mouzaive,5550,Vresse-sur-Semois,Namen
5550,Nafraiture,5550,Vresse-sur-Semois,Namen
5550,Orchimont,5550,Vresse-sur-Semois,Namen
5550,Pussemange,5550,Vresse-sur-Semois,Namen
5550,Sugny,5550,Vresse-sur-Semois,Namen
5550,Vresse-sur-Semois,5550,Vresse-sur-Semois,Namen
5555,Baillamont,5555,Bièvre,Namen
5555,Bellefontaine (Nam.),5555,Bièvre,Namen
5555,Bièvre,5555,Bièvre,Namen
5555,Cornimont,5555,Bièvre,Namen
5555,Graide,5555,Bièvre,Namen
5555,Gros-Fays,5555,Bièvre,Namen
5555,Monceau-en-Ardenne,5555,Bièvre,Namen
5555,Naomé,5555,Bièvre,Namen
5555,Oizy,5555,Bièvre,Namen
5555,Petit-Fays,5555,Bièvre,Namen
5560,Ciergnon,5560,Houyet,Namen
5560,Finnevaux,5560,Houyet,Namen
5560,Houyet,5560,Houyet,Namen
5560,Hulsonniaux,5560,Houyet,Namen
5560,Mesnil-Eglise,5560,Houyet,Namen
5560,Mesnil-Saint-Blaise,5560,Houyet,Namen
5561,Celles (Nam.),5560,Houyet,Namen
5562,Custinne,5560,Houyet,Namen
5563,Hour,5560,Houyet,Namen
5564,Wanlin,5560,Houyet,Namen
5570,Baronville,5570,Beauraing,Namen
5570,Beauraing,5570,Beauraing,Namen
5570,Dion,5570,Beauraing,Namen
5570,Felenne,5570,Beauraing,Namen
5570,Feschaux,5570,Beauraing,Namen
5570,Honnay,5570,Beauraing,Namen
5570,Javingue,5570,Beauraing,Namen
5570,Vonêche,5570,Beauraing,Namen
5570,Wancennes,5570,Beauraing,Namen
5570,Winenne,5570,Beauraing,Namen
5571,Wiesme,5570,Beauraing,Namen
5572,Focant,5570,Beauraing,Namen
5573,Martouzin-Neuville,5570,Beauraing,Namen
5574,Pondrôme,5570,Beauraing,Namen
5575,Bourseigne-Neuve,5575,Gedinne,Namen
5575,Bourseigne-Vieille,5575,Gedinne,Namen
5575,Gedinne,5575,Gedinne,Namen
5575,Houdremont,5575,Gedinne,Namen
5575,Louette-Saint-Denis,5575,Gedinne,Namen
5575,Louette-Saint-Pierre,5575,Gedinne,Namen
5575,Malvoisin,5575,Gedinne,Namen
5575,Patignies,5575,Gedinne,Namen
5575,Rienne,5575,Gedinne,Namen
5575,Sart-Custinne,5575,Gedinne,Namen
5575,Vencimont,5575,Gedinne,Namen
5575,Willerzie,5575,Gedinne,Namen
5576,Froidfontaine,5570,Beauraing,Namen
5580,Ave-et-Auffe,5580,Rochefort,Namen
5580,Buissonville,5580,Rochefort,Namen
5580,Eprave,5580,Rochefort,Namen
5580,Han-sur-Lesse,5580,Rochefort,Namen
5580,Jemelle,5580,Rochefort,Namen
5580,Lavaux-Sainte-Anne,5580,Rochefort,Namen
5580,Lessive,5580,Rochefort,Namen
5580,Mont-Gauthier,5580,Rochefort,Namen
5580,Rochefort,5580,Rochefort,Namen
5580,Villers-sur-Lesse,5580,Rochefort,Namen
5580,Wavreille,5580,Rochefort,Namen
5590,Achêne,5590,Ciney,Namen
5590,Braibant,5590,Ciney,Namen
5590,Chevetogne,5590,Ciney,Namen
5590,Ciney,5590,Ciney,Namen
5590,Conneux,5590,Ciney,Namen
5590,Haversin,5590,Ciney,Namen
5590,Leignon,5590,Ciney,Namen
5590,Pessoux,5590,Ciney,Namen
5590,Serinchamps,5590,Ciney,Namen
5590,Sovet,5590,Ciney,Namen
5600,Fagnolle,5600,Philippeville,Namen
5600,Franchimont,5600,Philippeville,Namen
5600,Jamagne,5600,Philippeville,Namen
5600,Jamiolle,5600,Philippeville,Namen
5600,Merlemont,5600,Philippeville,Namen
5600,Neuville (Philippeville),5600,Philippeville,Namen
5600,Omezée,5600,Philippeville,Namen
5600,Philippeville,5600,Philippeville,Namen
5600,Roly,5600,Philippeville,Namen
5600,Romedenne,5600,Philippeville,Namen
5600,Samart,5600,Philippeville,Namen
5600,Sart-en-Fagne,5600,Philippeville,Namen
5600,Sautour,5600,Philippeville,Namen
5600,Surice,5600,Philippeville,Namen
5600,Villers-en-Fagne,5600,Philippeville,Namen
5600,Villers-le-Gambon,5600,Philippeville,Namen
5600,Vodecée,5600,Philippeville,Namen
5620,Corenne,5620,Florennes,Namen
5620,Flavion,5620,Florennes,Namen
5620,Florennes,5620,Florennes,Namen
5620,Hemptinne-lez-Florennes,5620,Florennes,Namen
5620,Morville,5620,Florennes,Namen
5620,Rosée,5620,Florennes,Namen
5620,Saint-Aubin,5620,Florennes,Namen
5621,Hanzinelle,5620,Florennes,Namen
5621,Hanzinne,5620,Florennes,Namen
5621,Morialmé,5620,Florennes,Namen
5621,Thy-le-Bauduin,5620,Florennes,Namen
5630,Cerfontaine,5630,Cerfontaine,Namen
5630,Daussois,5630,Cerfontaine,Namen
5630,Senzeille,5630,Cerfontaine,Namen
5630,Silenrieux,5630,Cerfontaine,Namen
5630,Soumoy,5630,Cerfontaine,Namen
5630,Villers-Deux-Eglises,5630,Cerfontaine,Namen
5640,Biesme,5640,Mettet,Namen
5640,Biesmerée,5640,Mettet,Namen
5640,Graux,5640,Mettet,Namen
5640,Mettet,5640,Mettet,Namen
5640,Oret,5640,Mettet,Namen
5640,Saint-Gérard,5640,Mettet,Namen
5641,Furnaux,5640,Mettet,Namen
5644,Ermeton-sur-Biert,5640,Mettet,Namen
5646,Stave,5640,Mettet,Namen
5650,Castillon,5650,Walcourt,Namen
5650,Chastrès,5650,Walcourt,Namen
5650,Clermont (Nam.),5650,Walcourt,Namen
5650,Fontenelle,5650,Walcourt,Namen
5650,Fraire,5650,Walcourt,Namen
5650,Pry,5650,Walcourt,Namen
5650,Vogenée,5650,Walcourt,Namen
5650,Walcourt,5650,Walcourt,Namen
5650,Yves-Gomezée,5650,Walcourt,Namen
5651,Berzée,5650,Walcourt,Namen
5651,Gourdinne,5650,Walcourt,Namen
5651,Laneffe,5650,Walcourt,Namen
5651,Rognée,5650,Walcourt,Namen
5651,Somzée,5650,Walcourt,Namen
5651,Tarcienne,5650,Walcourt,Namen
5651,Thy-le-Château,5650,Walcourt,Namen
5660,Aublain,5660,Couvin,Namen
5660,Boussu-en-Fagne,5660,Couvin,Namen
5660,Brûly,5660,Couvin,Namen
5660,Brûly-de-Pesche,5660,Couvin,Namen
5660,Couvin,5660,Couvin,Namen
5660,Cul-des-Sarts,5660,Couvin,Namen
5660,Dailly,5660,Couvin,Namen
5660,Frasnes (Nam.),5660,Couvin,Namen
5660,Gonrieux,5660,Couvin,Namen
5660,Mariembourg,5660,Couvin,Namen
5660,Pesche,5660,Couvin,Namen
5660,Petigny,5660,Couvin,Namen
5660,Petite-Chapelle,5660,Couvin,Namen
5660,Presgaux,5660,Couvin,Namen
5670,Dourbes,5670,Viroinval,Namen
5670,Le Mesnil,5670,Viroinval,Namen
5670,Mazée,5670,Viroinval,Namen
5670,Nismes,5670,Viroinval,Namen
5670,Oignies-en-Thiérache,5670,Viroinval,Namen
5670,Olloy-sur-Viroin,5670,Viroinval,Namen
5670,Treignes,5670,Viroinval,Namen
5670,Vierves-sur-Viroin,5670,Viroinval,Namen
5670,Viroinval,5670,Viroinval,Namen
5680,Doische,5680,Doische,Namen
5680,Gimnée,5680,Doische,Namen
